iata,airport,city,state,country,man_res,runways,gates
BCV,Birchwood,Birchwood,AK,USA,931,931,931
BDE,Baudette International,Baudette,MN,USA,932,932,932
BDG,Blanding Muni,Blanding,UT,USA,933,933,933
BDL,Bradley International,Windsor Locks,CT,USA,934,934,934
BDQ,Morrilton Municipal,Morrilton,AR,USA,935,935,935
BDR,Igor I Sikorsky Memorial,Bridgeport,CT,USA,936,936,936
BDX,Broadus,Broadus,MT,USA,937,937,937
BED,Laurence G Hanscom ,Bedford,MA,USA,938,938,938
BEH,Southwest Michigan Regional,Benton Harbor,MI,USA,939,939,939
BET,Bethel,Bethel,AK,USA,940,940,940
BFD,Bradford Reg,Bradford,PA,USA,941,941,941
BFF,Scotts Bluff County,Scottsbluff,NE,USA,942,942,942
BFI,Boeing Field/King County Intl,Seattle,WA,USA,943,943,943
BFK,Buffalo Municipal,Buffalo,OK,USA,944,944,944
BFL,Meadows ,Bakersfield,CA,USA,945,945,945
BFM,Mobile Downtown,Mobile,AL,USA,946,946,946
BFR,Virgil I Grissom Municipal,Bedford,IN,USA,947,947,947
BFW,Silver Bay Municipal,Silver Bay,MN,USA,948,948,948
BGD,Hutchinson County,Borger,TX,USA,949,949,949
BGE,Decatur County Industrial Airpark,Bainbridge,GA,USA,950,950,950
BGF,Winchester Municipal,Winchester,TN,USA,951,951,951
BGM,Binghamton Regional,Binghamton,NY,USA,952,952,952
BGQ,Big Lake Strip Nr 2,Big Lake,AK,USA,953,953,953
BGR,Bangor International,Bangor,ME,USA,954,954,954
BHB,Hancock Co-Bar Harbor,Bar Harbor,ME,USA,955,955,955
BHC,Baxley Municipal,Baxley,GA,USA,956,956,956
BHK,Baker Muni,Baker City,MT,USA,957,957,957
BHM,Birmingham International,Birmingham,AL,USA,958,958,958
BID,Block Island State,Block Island,RI,USA,959,959,959
BIE,Beatrice Municipal,Beatrice,NE,USA,960,960,960
BIG,Allen AAF,Delta Junction,AK,USA,961,961,961
BIH,Bishop,Bishop,CA,USA,962,962,962
BIL,Billings Logan Intl,Billings,MT,USA,963,963,963
BIS,Bismarck Municipal,Bismarck,ND,USA,964,964,964
BIV,Tulip City,Holland,MI,USA,965,965,965
BJC,Jeffco,Denver,CO,USA,966,966,966
BJI,Bemidji-Beltrami County,Bemidji,MN,USA,967,967,967
BJJ,Wayne County,Wooster,OH,USA,968,968,968
BKD,Breckenridge Stephens County,Breckenridge,TX,USA,969,969,969
BKE,Baker City Municipal,Baker City,OR,USA,970,970,970
BKL,Burke Lakefront,Cleveland,OH,USA,971,971,971
BKV,Hernando County,Brooksville,FL,USA,972,972,972
BKW,Raleigh Cty Memorial,Beckley,WV,USA,973,973,973
BKX,Brookings Municipal,Brookings,SD,USA,974,974,974
BLF,Mercer Cty,Bluefield,WV,USA,975,975,975
BLH,Blythe,Blythe,CA,USA,976,976,976
BLI,Bellingham Intl,Bellingham,WA,USA,977,977,977
BLM,Allaire Arpt,Belmar/Farmingdale,NJ,USA,978,978,978
BLV,Scott AFB/MidAmerica ,Belleville/St. Louis,IL,USA,979,979,979
BMC,Brigham City,Brigham City,UT,USA,980,980,980
BMG,Monroe County,Bloomington,IN,USA,981,981,981
BMI,Central Illinois Regional,Bloomington,IL,USA,982,982,982
BML,Berlin Municipal,Berlin,NH,USA,983,983,983
BMQ,Burnet Muni-Kate Craddock ,Burnet,TX,USA,984,984,984
BMT,Beaumont Municipal,Beaumont,TX,USA,985,985,985
BNA,Nashville International,Nashville,TN,USA,986,986,986
BNF,Baranof Warm Springs SPB,Baranof Warm Springs,AK,USA,987,987,987
BNG,Banning Municipal,Banning,CA,USA,988,988,988
BNL,Barnwell County,Barnwell,SC,USA,989,989,989
BNO,Burns Muni,Burns,OR,USA,990,990,990
BNW,Boone Municipal,Boone,IA,USA,991,991,991
BOI,Boise Air Terminal,Boise,ID,USA,992,992,992
BOK,Brookings,Brookings,OR,USA,993,993,993
BOS,Gen Edw L Logan Intl,Boston,MA,USA,994,994,994
BOW,Bartow Municipal,Bartow,FL,USA,995,995,995
BPI,Big Piney-Marbleton,Big Piney,WY,USA,996,996,996
BPK,Baxter County Regional,Mountain Home,AR,USA,997,997,997
BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,998,998,998
BQK,Glynco Jetport,Brunswick,GA,USA,999,999,999
BQN,Rafael Hernandez,Aguadilla,PR,USA,1000,1000,1000
BRD,Brainerd-Crow Wing County Regional,Brainerd,MN,USA,1001,1001,1001
BRL,Burlington Municipal,Burlington,IA,USA,1002,1002,1002
BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,1003,1003,1003
BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,1004,1004,1004
BRY,Samuels ,Bardstown,KY,USA,1005,1005,1005
BST,Belfast Municipal,Belfast,ME,USA,1006,1006,1006
BTI,Barter Island ,Kaktovik,AK,USA,1007,1007,1007
BTL,W K Kellogg Regional,Battle Creek,MI,USA,1008,1008,1008
BTM,Bert Mooney,Butte,MT,USA,1009,1009,1009
BTN,Britton Municipal,Britton,SD,USA,1010,1010,1010
BTP,Butler Cty,Butler,PA,USA,1011,1011,1011
BTR,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,USA,1012,1012,1012
BTT,Bettles,Bettles,AK,USA,1013,1013,1013
BTV,Burlington International,Burlington,VT,USA,1014,1014,1014
BTY,Beatty,Beatty,NV,USA,1015,1015,1015
BUB,Cram ,Burwell,NE,USA,1016,1016,1016
BUF,Buffalo Niagara Intl,Buffalo,NY,USA,1017,1017,1017
BUM,Butler Memorial,Butler,MO,USA,1018,1018,1018
BUR,Burbank-Glendale-Pasadena,Burbank,CA,USA,1019,1019,1019
BUY,Burlington Municipal,Burlington,NC,USA,1020,1020,1020
BVI,Beaver County,Beaver Falls,PA,USA,1021,1021,1021
BVK,Buckland,Buckland,AK,USA,1022,1022,1022
BVN,Albion Municipal,Albion,NE,USA,1023,1023,1023
BVO,Bartlesville Municipal,Bartlesville,OK,USA,1024,1024,1024
BVS,Skagit Regional/Bay View,Burlington/Mount Vernon,WA,USA,1025,1025,1025
BVX,Batesville Regional,Batesville,AR,USA,1026,1026,1026
BVY,Beverly Municipal,Beverly,MA,USA,1027,1027,1027
BWC,Brawley Municipal,Brawley,CA,USA,1028,1028,1028
BWD,Brownwood Municipal,Brownwood,TX,USA,1029,1029,1029
BWG,Bowling Green-Warren County ,Bowling Green,KY,USA,1030,1030,1030
BWI,Baltimore-Washington International,Baltimore,MD,USA,1031,1031,1031
BWP,Harry Stern,Wahpeton,ND,USA,1032,1032,1032
BXA,George R Carr Memorial,Bogalusa,LA,USA,1033,1033,1033
BXG,Burke County,Waynesboro,GA,USA,1034,1034,1034
BXK,Buckeye Municipal,Buckeye,AZ,USA,1035,1035,1035
BYA,Boundary,Boundary,AK,USA,1036,1036,1036
BYG,Johnson County,Buffalo,WY,USA,1037,1037,1037
BYI,Burley Municipal,Burley,ID,USA,1038,1038,1038
BZN,Gallatin ,Bozeman,MT,USA,1039,1039,1039
C00,Mercer County,Aledo,IL,USA,1040,1040,1040
C05,Chenega Bay,Chenega,AK,USA,1041,1041,1041
C09,Morris Municipal,Morris,IL,USA,1042,1042,1042
C15,Pekin Municipal,Pekin,IL,USA,1043,1043,1043
C17,Marion,Marion,IA,USA,1044,1044,1044
C18,Frankfort,Chicago/Frankfort,IL,USA,1045,1045,1045
C25,Waverly Municipal,Waverly,IA,USA,1046,1046,1046
C29,Morey,Middleton,WI,USA,1047,1047,1047
C34,Gibson City Municipal,Gibson City,IL,USA,1048,1048,1048
C35,Reedsburg Municipal,Reedsburg,WI,USA,1049,1049,1049
C47,Portage Municipal,Portage,WI,USA,1050,1050,1050
C52,Burlington Municipal,Burlington,WI,USA,1051,1051,1051
C56,Sanger,Chicago/Monee,IL,USA,1052,1052,1052
C62,Kendallville Municipal,Kendallville,IN,USA,1053,1053,1053
C65,Plymouth Municipal,Plymouth,IN,USA,1054,1054,1054
C66,Monmouth Municipal,Monmouth,IL,USA,1055,1055,1055
C71,Crosby Municipal,Crosby,MS,USA,1056,1056,1056
C73,Dixon Muni-Charles R Walgreen ,Dixon,IL,USA,1057,1057,1057
C75,Marshall County,Lacon,IL,USA,1058,1058,1058
C77,Poplar Grove ,Poplar Grove,IL,USA,1059,1059,1059
C80,New Coalinga Municipal,Coalinga,CA,USA,1060,1060,1060
C81,Campbell,Chicago/Round Lake Park,IL,USA,1061,1061,1061
C83,Byron,Byron,CA,USA,1062,1062,1062
C91,Dowagiac Municipal ,Dowagiac,MI,USA,1063,1063,1063
CAD,Wexford County,Cadillac,MI,USA,1064,1064,1064
CAE,Columbia Metropolitan,Columbia,SC,USA,1065,1065,1065
CAG,Craig-Moffat,Craig,CO,USA,1066,1066,1066
CAK,Akron-Canton Regional,Akron,OH,USA,1067,1067,1067
CAO,Clayton Municipal Airpark,Clayton,NM,USA,1068,1068,1068
CAR,Caribou Municipal,Caribou,ME,USA,1069,1069,1069
CAV,Clarion Municipal,Clarion,IA,USA,1070,1070,1070
CBE,Cumberland Regional,Cumberland,MD,USA,1071,1071,1071
CBF,Council Bluffs Municipal,Council Bluffs,IA,USA,1072,1072,1072
CBG,Cambridge Municipal,Cambridge,MN,USA,1073,1073,1073
CBK,Shaltz ,Colby,KS,USA,1074,1074,1074
CCB,Cable,Upland,CA,USA,1075,1075,1075
CCO,Newnan-Coweta County,Newnan,GA,USA,1076,1076,1076
CCR,Buchanan ,Concord,CA,USA,1077,1077,1077
CCY,Charles City Municipal,Charles City,IA,USA,1078,1078,1078
CDB,Cold Bay,Cold Bay,AK,USA,1079,1079,1079
CDC,Cedar City Muni,Cedar City,UT,USA,1080,1080,1080
CDH,Harrell ,Camden,AR,USA,1081,1081,1081
CDI,Cambridge Municipal,Cambridge,OH,USA,1082,1082,1082
CDK,George T Lewis,Cedar Key,FL,USA,1083,1083,1083
CDN,Woodward ,Camden,SC,USA,1084,1084,1084
CDR,Chadron Municipal,Chadron,NE,USA,1085,1085,1085
CDV,Merle K (Mudhole) Smith,Cordova,AK,USA,1086,1086,1086
CDW,Essex Cty Arpt,Caldwell,NJ,USA,1087,1087,1087
CEC,Jack McNamara ,Crescent City,CA,USA,1088,1088,1088
CEF,Westover AFB,Chicopee,MA,USA,1089,1089,1089
CEK,Crete Municipal,Crete,NE,USA,1090,1090,1090
CEM,Central,Central,AK,USA,1091,1091,1091
CEU,Oconee County Regional,Clemson,SC,USA,1092,1092,1092
CEV,Mettel ,Connersville,IN,USA,1093,1093,1093
CEW,Bob Sikes,Crestview,FL,USA,1094,1094,1094
CEY,Kyle-Oakley ,Murray,KY,USA,1095,1095,1095
CEZ,Cortez Muni,Cortez,CO,USA,1096,1096,1096
CFD,Coulter ,Bryan,TX,USA,1097,1097,1097
CFJ,Crawfordsville Municipal,Crawfordsville,IN,USA,1098,1098,1098
CFK,Chefornak,Chefornak,AK,USA,1099,1099,1099
CFT,Greenlee County,Clifton-Morenci,AZ,USA,1100,1100,1100
CFV,Coffeyville Municipal,Coffeyville,KS,USA,1101,1101,1101
CGA,Craig SPB,Craig,AK,USA,1102,1102,1102
CGC,Crystal River,Crystal River,FL,USA,1103,1103,1103
CGE,Cambridge-Dorchester,Cambridge,MD,USA,1104,1104,1104
CGF,Cuyahoga County,Cleveland,OH,USA,1105,1105,1105
CGI,Cape Girardeau Municipal,Cape Girardeau,MO,USA,1106,1106,1106
CGS,College Park,College Park,MD,USA,1107,1107,1107
CGX,Chicago Meigs,Chicago,IL,USA,1108,1108,1108
CGZ,Casa Grande Municipal,Casa Grande,AZ,USA,1109,1109,1109
CHA,Lovell ,Chattanooga,TN,USA,1110,1110,1110
CHD,Chandler Municipal,Chandler,AZ,USA,1111,1111,1111
CHK,Chickasha Municipal,Chickasha,OK,USA,1112,1112,1112
CHO,Charlottesville-Albermarle,Charlottesville,VA,USA,1113,1113,1113
CHP,Circle Hot Springs,Circle Hot Springs,AK,USA,1114,1114,1114
CHS,Charleston AFB/International,Charleston,SC,USA,1115,1115,1115
CHT,Chillicothe Municipal,Chillicothe,MO,USA,1116,1116,1116
CHU,Houston County,Caledonia,MN,USA,1117,1117,1117
CIC,Chico Municipal,Chico,CA,USA,1118,1118,1118
CID,Eastern Iowa ,Cedar Rapids,IA,USA,1119,1119,1119
CII,Choteau,Choteau,MT,USA,1120,1120,1120
CIK,Chalkyitsik,Chalkyitsik,AK,USA,1121,1121,1121
CIN,Arthur N Neu,Carroll,IA,USA,1122,1122,1122
CIR,Cairo,Cairo,IL,USA,1123,1123,1123
CIU,Chippewa County International,Sault Ste. Marie,MI,USA,1124,1124,1124
CJR,Culpeper Regional,Culpeper,VA,USA,1125,1125,1125
CJX,Crooked Creek,Crooked Creek,AK,USA,1126,1126,1126
CKB,Benedum,Clarksburg,WV,USA,1127,1127,1127
CKC,Grand Marais/Cook County,Grand Marais,MN,USA,1128,1128,1128
CKF,Crisp County - Cordele,Cordele,GA,USA,1129,1129,1129
CKI,Williamsburg County,Kingstree,SC,USA,1130,1130,1130
CKM,Fletcher ,Clarksdale,MS,USA,1131,1131,1131
CKN,Crookston Muni Kirkwood ,Crookston,MN,USA,1132,1132,1132
CKP,Cherokee Municipal,Cherokee,IA,USA,1133,1133,1133
CKU,Cordova Muni,Cordova,AK,USA,1134,1134,1134
CKV,Outlaw ,Clarksville,TN,USA,1135,1135,1135
CKX,Chicken,Chicken,AK,USA,1136,1136,1136
CLD,MC Clellan-Palomar Airport,NA,NA,USA,1137,1137,1137
CLE,Cleveland-Hopkins Intl,Cleveland,OH,USA,1138,1138,1138
CLI,Clintonville Municipal,Clintonville,WI,USA,1139,1139,1139
CLK,Clinton Municipal,Clinton,OK,USA,1140,1140,1140
CLL,Easterwood ,College Station,TX,USA,1141,1141,1141
CLM,William R Fairchild Intl,Port Angeles,WA,USA,1142,1142,1142
CLP,Clarks Point,Clarks Point,AK,USA,1143,1143,1143
CLS,Chehalis-Centralia,Chehalis,WA,USA,1144,1144,1144
CLT,Charlotte/Douglas International,Charlotte,NC,USA,1145,1145,1145
CLW,Clearwater Air Park,Clearwater,FL,USA,1146,1146,1146
CMA,Camarillo,Camarillo,CA,USA,1147,1147,1147
CMH,Port Columbus Intl,Columbus,OH,USA,1148,1148,1148
CMI,University of Illinois-Willard,Champaign/Urbana,IL,USA,1149,1149,1149
CMX,Houghton County Memorial,Hancock,MI,USA,1150,1150,1150
CMY,Sparta/Fort McCoy,Sparta,WI,USA,1151,1151,1151
CNC,Chariton Municipal,Chariton,IA,USA,1152,1152,1152
CNH,Claremont Municipal,Claremont,NH,USA,1153,1153,1153
CNK,Blosser Municipal,Concordia,KS,USA,1154,1154,1154
CNM,Cavern City Air Terminal,Carlsbad,NM,USA,1155,1155,1155
CNO,Chino,Chino,CA,USA,1156,1156,1156
CNP,Billy G Ray ,Chappell,NE,USA,1157,1157,1157
CNU,Chanute Martin Johnson,Chanute,KS,USA,1158,1158,1158
CNW,TSTC-Waco,Waco,TX,USA,1159,1159,1159
CNY,Canyonlands ,Moab,UT,USA,1160,1160,1160
COD,Yellowstone Regional,Cody,WY,USA,1161,1161,1161
COE,Coeur D'Alene Air Terminal,Coeur D'Alene,ID,USA,1162,1162,1162
COI,Merritt Island,Merritt Island,FL,USA,1163,1163,1163
COM,Coleman Municipal,Coleman,TX,USA,1164,1164,1164
CON,Concord Municipal,Concord,NH,USA,1165,1165,1165
COQ,Cloquet-Carlton County,Cloquet,MN,USA,1166,1166,1166
COS,City of Colorado Springs Muni,Colorado Springs,CO,USA,1167,1167,1167
COT,Cotulla-Lasalle County,Cotulla,TX,USA,1168,1168,1168
COU,Columbia Regional,Columbia,MO,USA,1169,1169,1169
CPC,Columbus County Municipal,Whiteville,NC,USA,1170,1170,1170
CPK,Chesapeake Municipal,Norfolk,VA,USA,1171,1171,1171
CPM,Compton/Woodley,Compton,CA,USA,1172,1172,1172
CPR,Natrona County Intl,Casper,WY,USA,1173,1173,1173
CPS,St. Louis Downtown,Cahokia/St. Louis,IL,USA,1174,1174,1174
CPX,Benjamin Rivera Noriega,Isla De Culebra,PR,USA,1175,1175,1175
CQA,Lakefield,Celina,OH,USA,1176,1176,1176
CQB,Chandler Municipal,Chandler,OK,USA,1177,1177,1177
CQX,Chatham Municipal,Chatham,MA,USA,1178,1178,1178
CRC,Circle City,Circle,AK,USA,1179,1179,1179
CRE,Grand Strand,North Myrtle Beach,SC,USA,1180,1180,1180
CRG,Craig Municipal,Jacksonville,FL,USA,1181,1181,1181
CRO,Corcoran,Corcoran,CA,USA,1182,1182,1182
CRP,Corpus Christi International,Corpus Christi,TX,USA,1183,1183,1183
CRQ,McClellan-Palomar,Carlsbad,CA,USA,1184,1184,1184
CRS,C Davis Campbell -Corsicana Muni,Corsicana,TX,USA,1185,1185,1185
CRT,Crossett Municipal,Crossett,AR,USA,1186,1186,1186
CRW,Yeager,Charleston,WV,USA,1187,1187,1187
CRX,Roscoe Turner ,Corinth,MS,USA,1188,1188,1188
CSB,Cambridge Municipal,Cambridge,NE,USA,1189,1189,1189
CSG,Columbus Metropolitan,Columbus,GA,USA,1190,1190,1190
CSM,Clinton-Sherman,Clinton,OK,USA,1191,1191,1191
CSQ,Creston Municipal,Creston,IA,USA,1192,1192,1192
CSV,Crossville Memorial,Crossville,TN,USA,1193,1193,1193
CTB,Cut Bank Muni,Cut Bank,MT,USA,1194,1194,1194
CTJ,West Georgia Regional,Carrollton,GA,USA,1195,1195,1195
CTK,Ingersoll,Canton,IL,USA,1196,1196,1196
CTY,Cross City ,Cross City,FL,USA,1197,1197,1197
CTZ,Sampson County,Clinton,NC,USA,1198,1198,1198
CUB,Columbia Owens Downtown,Columbia,SC,USA,1199,1199,1199
CUH,Cushing Municipal,Cushing,OK,USA,1200,1200,1200
CUL,Carmi Municipal,Carmi,IL,USA,1201,1201,1201
CUT,Custer County,Custer,SD,USA,1202,1202,1202
CVG,Cincinnati Northern Kentucky Intl,Covington,KY,USA,1203,1203,1203
CVK,Sharp County Regional,Ash Flat,AR,USA,1204,1204,1204
CVN,Clovis Municipal,Clovis,NM,USA,1205,1205,1205
CVO,Corvallis Muni,Corvallis,OR,USA,1206,1206,1206
CVX,Charlevoix Municipal,Charlevoix,MI,USA,1207,1207,1207
CWA,Central Wisconsin,Mosinee,WI,USA,1208,1208,1208
CWF,Chennault International ,Lake Charles,LA,USA,1209,1209,1209
CWI,Clinton Municipal,Clinton,IA,USA,1210,1210,1210
CWV,Claxton-Evans County,Claxton,GA,USA,1211,1211,1211
CXC,Chitina,Chitina,AK,USA,1212,1212,1212
CXE,Chase City Municipal,Chase City,VA,USA,1213,1213,1213
CXF,Coldfoot,Coldfoot,AK,USA,1214,1214,1214
CXL,Calexico International,Calexico,CA,USA,1215,1215,1215
CXO,Montgomery County,Conroe,TX,USA,1216,1216,1216
CXP,Carson,Carson City,NV,USA,1217,1217,1217
CXU,Camilla-Mitchell County,Camilla,GA,USA,1218,1218,1218
CXY,Capital City,Harrisburg,PA,USA,1219,1219,1219
CYO,Pickaway County Memorial,Circleville,OH,USA,1220,1220,1220
CYS,Cheyenne,Cheyenne,WY,USA,1221,1221,1221
CYW,Clay Center Municipal,Clay Center,KS,USA,1222,1222,1222
CZD,Cozad Municipal,Cozad,NE,USA,1223,1223,1223
CZG,Tri-Cities ,Endicott,NY,USA,1224,1224,1224
CZL,Tom B David ,Calhoun,GA,USA,1225,1225,1225
CZN,Chisana,Chisana,AK,USA,1226,1226,1226
CZT,Dimmit County,Carrizo Springs,TX,USA,1227,1227,1227
D04,Bowman Municipal,Bowman,ND,USA,1228,1228,1228
D05,Garrison Municipal,Garrison,ND,USA,1229,1229,1229
D07,Faith Municipal,Faith,SD,USA,1230,1230,1230
D09,Bottineau Municipal,Bottineau,ND,USA,1231,1231,1231
D19,Quentin Aanenson ,Luverne,MN,USA,1232,1232,1232
D22,Angola ,Angola,NY,USA,1233,1233,1233
D25,Manitowish Waters,Manitowish Waters,WI,USA,1234,1234,1234
D38,Canandaiga,Canandaiga,NY,USA,1235,1235,1235
D42,Springfield Municipal,Springfield,MN,USA,1236,1236,1236
D50,Crosby Municipal,Crosby,ND,USA,1237,1237,1237
D55,Robertson ,Langdon,ND,USA,1238,1238,1238
D57,Glen Ullin Municipal,Glen Ullin,ND,USA,1239,1239,1239
D60,Tioga Municipal,Tioga,ND,USA,1240,1240,1240
D73,Monroe-Walton County,Monroe,GA,USA,1241,1241,1241
D77,Lancaster,Lancaster,NY,USA,1242,1242,1242
D87,Harbor Springs,Harbor Springs,MI,USA,1243,1243,1243
D95,Dupont-Lapeer,Lapeer,MI,USA,1244,1244,1244
D98,Romeo,Romeo,MI,USA,1245,1245,1245
DAB,Daytona Beach International,Daytona Beach,FL,USA,1246,1246,1246
DAG,Barstow-Daggett,Daggett,CA,USA,1247,1247,1247
DAL,Dallas Love ,Dallas,TX,USA,1248,1248,1248
DAN,Danville Regional,Danville,VA,USA,1249,1249,1249
DAW,Skyhaven,Rochester,NH,USA,1250,1250,1250
DAY,James M Cox Dayton Intl,Dayton,OH,USA,1251,1251,1251
DBN,"W. H. \Bud\"" Barron """,Dublin,GA,USA,1252,1252,1252
DBQ,Dubuque Municipal,Dubuque,IA,USA,1253,1253,1253
DCA,Ronald Reagan Washington National,Arlington,VA,USA,1254,1254,1254
DCK,Dahl Creek,Dahl Creek,AK,USA,1255,1255,1255
DCU,Pryor  Regional,Decatur,AL,USA,1256,1256,1256
DCY,Daviess County,Washington,IN,USA,1257,1257,1257
DDC,Dodge City Regional,Dodge City,KS,USA,1258,1258,1258
DDH,William H. Morse State,Bennington,VT,USA,1259,1259,1259
DEC,Decatur,Decatur,IL,USA,1260,1260,1260
DED,Deland Municipal-Taylor ,Deland,FL,USA,1261,1261,1261
DEE,Deering,Deering,AK,USA,1262,1262,1262
DEH,Decorah Municipal,Decorah,IA,USA,1263,1263,1263
DEN,Denver Intl,Denver,CO,USA,1264,1264,1264
DEQ,J Lynn Helms Sevier County,De Queen,AR,USA,1265,1265,1265
DET,Detroit City,Detroit,MI,USA,1266,1266,1266
DEW,Deer Park,Deer Park,WA,USA,1267,1267,1267
DFI,Defiance Memorial,Defiance,OH,USA,1268,1268,1268
DFW,Dallas-Fort Worth International,Dallas-Fort Worth,TX,USA,1269,1269,1269
DGW,Converse County,Douglas,WY,USA,1270,1270,1270
DHN,Dothan ,Dothan,AL,USA,1271,1271,1271
DHT,Dalhart Municipal,Dalhart,TX,USA,1272,1272,1272
DIK,Dickinson Municipal,Dickinson,ND,USA,1273,1273,1273
DKB,Dekalb-Taylor Municipal,Dekalb,IL,USA,1274,1274,1274
DKK,Dunkirk Municipal,Dunkirk,NY,USA,1275,1275,1275
DKX,Knoxville Downtown Island,Knoxville,TN,USA,1276,1276,1276
DLG,Dillingham,Dillingham,AK,USA,1277,1277,1277
DLH,Duluth International,Duluth,MN,USA,1278,1278,1278
DLL,Baraboo - Wisconsin Dells,Baraboo,WI,USA,1279,1279,1279
DLN,Dillon,Dillon,MT,USA,1280,1280,1280
DLO,Delano Municipal,Delano,CA,USA,1281,1281,1281
DLS,Columbia Gorge Regional,The Dalles,OR,USA,1282,1282,1282
DLZ,Delaware Municipal,Delaware,OH,USA,1283,1283,1283
DM2,Diomede Heliport,Diomede,AK,USA,1284,1284,1284
DMN,Deming Municipal,Deming,NM,USA,1285,1285,1285
DMO,Sedalia Memorial,Sedalia,MO,USA,1286,1286,1286
DMW,Carroll County,Westminster,MD,USA,1287,1287,1287
DNL,Daniel ,Augusta,GA,USA,1288,1288,1288
DNN,Dalton Municipal,Dalton,GA,USA,1289,1289,1289
DNS,Denison Municipal,Denison,IA,USA,1290,1290,1290
DNV,Vermilion County,Danville,IL,USA,1291,1291,1291
DOV,Dover Air Force Base,Dover,DE,USA,1292,1292,1292
DPA,Du Page,Chicago/West Chicago,IL,USA,1293,1293,1293
DPL,P B Raiford,Kenansville,NC,USA,1294,1294,1294
DQH,Douglas Municipal,Douglas,GA,USA,1295,1295,1295
DRI,Beauregard Parish,De Ridder,LA,USA,1296,1296,1296
DRO,Durango-La Plata County,Durango,CO,USA,1297,1297,1297
DRT,Del Rio International,Del Rio,TX,USA,1298,1298,1298
DSM,Des Moines International,Des Moines,IA,USA,1299,1299,1299
DSV,Dansville Muni,Dansville,NY,USA,1300,1300,1300
DTA,Delta Municipal,Delta,UT,USA,1301,1301,1301
DTL,Detroit Lakes -Wething ,Detroit Lakes,MN,USA,1302,1302,1302
DTN,Shreveport Downtown,Shreveport,LA,USA,1303,1303,1303
DTO,Denton Municipal,Denton,TX,USA,1304,1304,1304
DTS,Destin-Ft. Walton Beach,Destin,FL,USA,1305,1305,1305
DTW,Detroit Metropolitan-Wayne County,Detroit,MI,USA,1306,1306,1306
DUA,Eaker ,Durant,OK,USA,1307,1307,1307
DUC,Halliburton ,Duncan,OK,USA,1308,1308,1308
DUG,Bisbee Douglas International,Douglas Bisbee,AZ,USA,1309,1309,1309
DUJ,Du Bois-Jefferson Cty,Du Bois,PA,USA,1310,1310,1310
DUT,Unalaska,Unalaska,AK,USA,1311,1311,1311
DUX,Moore County,Dumas,TX,USA,1312,1312,1312
DUY,Kongiganak,Kongiganak,AK,USA,1313,1313,1313
DVK,Stuart Powell ,Danville,KY,USA,1314,1314,1314
DVL,Devils Lake Municipal-Knoke ,Devils Lake,ND,USA,1315,1315,1315
DVN,Davenport Municipal,Davenport,IA,USA,1316,1316,1316
DVO,Gnoss ,Novato,CA,USA,1317,1317,1317
DVT,Phoenix-Deer Valley,Phoenix,AZ,USA,1318,1318,1318
DWH,David Wayne Hooks Memorial,Houston,TX,USA,1319,1319,1319
DWU,Ashland-Boyd County,Ashland,KY,USA,1320,1320,1320
DXE,Dexter Municipal,Dexter,MO,USA,1321,1321,1321
DXR,Danbury Municipal,Danbury,CT,USA,1322,1322,1322
DXX,Madison-Lac Qui Parle County ,Madison,MN,USA,1323,1323,1323
DYB,Summerville,Summerville,SC,USA,1324,1324,1324
DYL,Doylestown,Doylestown,PA,USA,1325,1325,1325
DYR,Dyersburg Municipal,Dyersburg,TN,USA,1326,1326,1326
DYT,Sky Harbor,Duluth,MN,USA,1327,1327,1327
E01,Monahans-Roy Hurd Memorial,Monahans,TX,USA,1328,1328,1328
E04,Eunice,Eunice,NM,USA,1329,1329,1329
E05,Hatch Muni,Hatch,NM,USA,1330,1330,1330
E06,Lea County-Zip Franklin Memorial,Lovington,NM,USA,1331,1331,1331
E07,Lea County/Tatum ,Tatum,NM,USA,1332,1332,1332
E11,Andrews County,Andrews,TX,USA,1333,1333,1333
E15,Graham Municipal,Graham,TX,USA,1334,1334,1334
E19,Gruver Municipal,Gruver,TX,USA,1335,1335,1335
E24,Whiteriver,Whiteriver,AZ,USA,1336,1336,1336
E25,Wickenburg Municipal,Wickenburg,AZ,USA,1337,1337,1337
E26,Lea County,Jal,NM,USA,1338,1338,1338
E35,Fabens,Fabens,TX,USA,1339,1339,1339
E38,Alpine-Casparis Municipal,Alpine,TX,USA,1340,1340,1340
E42,Spearman Municipal,Spearman,TX,USA,1341,1341,1341
E51,Bagdad,Bagdad,AZ,USA,1342,1342,1342
E52,Oldham County,Vega,TX,USA,1343,1343,1343
E60,Eloy Municipal,Eloy,AZ,USA,1344,1344,1344
E63,Gila Bend Municipal,Gila Bend,AZ,USA,1345,1345,1345
E80,Alexander Municipal,Belen,NM,USA,1346,1346,1346
E89,Conchas State Park,Conchas Dam,NM,USA,1347,1347,1347
E91,Chinle Municipal,Chinle,AZ,USA,1348,1348,1348
E94,Glenwood-Catron County,Glenwood,NM,USA,1349,1349,1349
E95,Benson Municipal,Benson,AZ,USA,1350,1350,1350
EAA,Eagle,Eagle,AK,USA,1351,1351,1351
